description,category
UPI/P2M/312717698213/ZOMATO,Food & Drinks
POS DEBIT 388931790935 OLACABS,Travel & Transport
POS DEBIT 405388403182 CASHWITHDRAWAL,Withdrawals
NEFT CR-841126327460-SALARY CREDIT,Income
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/512934114721/COURSERA,Education
UPI/P2M/510098976947/NETFLIX.COM,Entertainment
POS DEBIT 954524197744 CASHWITHDRAWAL,Withdrawals
NEFT CR-485146812196-FREELANCE PAYMENT,Income
NEFT CR-717751499062-RENTAL INCOME,Income
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/667838829494/MCDONALDS,Food & Drinks
UPI/P2M/770924938688/ZOMATO,Food & Drinks
UPI/P2M/331706989988/JIOMART,Groceries
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/344524636906/ZERODHA,Investments
UPI/P2M/562953332208/COURSERA,Education
POS DEBIT 208810457140 CASHWITHDRAWAL,Withdrawals
POS DEBIT 542917877840 CASHWITHDRAWAL,Withdrawals
NEFT CR-534428216593-RENTAL INCOME,Income
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
POS DEBIT 692889366954 CASHWITHDRAWAL,Withdrawals
NEFT CR-402053395943-RENTAL INCOME,Income
UPI/P2M/565683034498/JIOMART,Groceries
UPI/P2M/293977986750/GOIBIBO,Travel & Transport
POS DEBIT 505461710062 PVRCINEMAS,Entertainment
UPI/P2M/909043574652/GOIBIBO,Travel & Transport
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/143045942339/SWIGGY,Food & Drinks
UPI/P2M/204233211868/STARBUCKS,Food & Drinks
NEFT CR-805087708440-SALARY CREDIT,Income
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/878940199955/JIOMART,Groceries
UPI/P2M/839035764315/GIFT,Miscellaneous
NEFT CR-495250739688-FREELANCE PAYMENT,Income
UPI/P2M/872684145519/BIGBASKET,Groceries
POS DEBIT 126808841284 CASHWITHDRAWAL,Withdrawals
POS DEBIT 993061894877 CASHWITHDRAWAL,Withdrawals
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
POS DEBIT 719682794119 CASHWITHDRAWAL,Withdrawals
UPI/P2M/813886374566/SWIGGY,Food & Drinks
POS DEBIT 605299370702 UNIVERSITYFEES,Education
UPI/P2M/816385115159/FLIPKART,Shopping
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 855394065626 UNIVERSITYFEES,Education
UPI/P2M/890646534640/JIOMART,Groceries
POS DEBIT 683087504697 LOCALSUPERMARKET,Groceries
UPI/P2M/507015862520/ZEPTO,Groceries
POS DEBIT 399358746248 LOCALGYM,Health & Fitness
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
POS DEBIT 681619987707 PRIMEVIDEO,Entertainment
POS DEBIT 740174752798 DOMINOSPIZZA,Food & Drinks
POS DEBIT 132318712362 LOCALSUPERMARKET,Groceries
POS DEBIT 342293184559 CASHWITHDRAWAL,Withdrawals
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
POS DEBIT 297341004821 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 743797164641 CASHWITHDRAWAL,Withdrawals
UPI/P2M/158121940591/COURSERA,Education
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/329914887547/COURSERA,Education
POS DEBIT 433838595598 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/297371482059/UPSTOX,Investments
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/588738735948/BOOKMYSHOW,Entertainment
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 797344164838 BANKCHARGES,Miscellaneous
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/194860383203/GIFT,Miscellaneous
POS DEBIT 619648005764 APOLLOPHARMACY,Health & Fitness
UPI/P2M/862741627209/NETFLIX.COM,Entertainment
POS DEBIT 867631922065 MUTUALFUNDSIP,Investments
UPI/P2M/187042374510/ZERODHA,Investments
UPI/P2M/189457685278/GOIBIBO,Travel & Transport
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/473507642166/GOIBIBO,Travel & Transport
UPI/P2M/287602427303/ZARA,Shopping
UPI/P2M/979825065799/COURSERA,Education
UPI/P2M/701264220887/FLIPKART,Shopping
UPI/P2M/714136927580/NETFLIX.COM,Entertainment
NEFT CR-567706102465-RENTAL INCOME,Income
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
UPI/P2M/719831325430/MYNTRA,Shopping
POS DEBIT 705080043441 APOLLOPHARMACY,Health & Fitness
UPI/P2M/901952610033/UDEMY,Education
UPI/P2M/318749897363/MYPROTEIN,Health & Fitness
POS DEBIT 729093548558 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/222948281300/MYPROTEIN,Health & Fitness
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 166095798131 UNIVERSITYFEES,Education
UPI/P2M/785157681480/GROWW,Investments
POS DEBIT 748746055407 REDBUS,Travel & Transport
POS DEBIT 936164033285 LOCALSUPERMARKET,Groceries
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/212495570332/AIRTEL,Bills & Utilities
POS DEBIT 618867232347 CASHWITHDRAWAL,Withdrawals
POS DEBIT 516172696469 CASHWITHDRAWAL,Withdrawals
UPI/P2M/163746624640/MYPROTEIN,Health & Fitness
UPI/P2M/197930241215/MYPROTEIN,Health & Fitness
UPI/P2M/975777342960/MYPROTEIN,Health & Fitness
UPI/P2M/547855630463/GOIBIBO,Travel & Transport
UPI/P2M/214579260437/UDEMY,Education
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/376804067762/UDEMY,Education
UPI/P2M/604157003082/JIOMART,Groceries
UPI/P2M/895033727320/MYNTRA,Shopping
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 905002098122 CULTFIT,Health & Fitness
POS DEBIT 442837913609 CASHWITHDRAWAL,Withdrawals
UPI/P2M/626101519197/ZEPTO,Groceries
POS DEBIT 232350577779 CULTFIT,Health & Fitness
UPI/P2M/770706053160/STARBUCKS,Food & Drinks
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 790173513592 CASHWITHDRAWAL,Withdrawals
UPI/P2M/916371750504/ZOMATO,Food & Drinks
POS DEBIT 901875737651 CASHWITHDRAWAL,Withdrawals
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/958129719650/MAKEMYTRIP,Travel & Transport
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
UPI/P2M/133327905967/MAKEMYTRIP,Travel & Transport
UPI/P2M/516707692505/GIFT,Miscellaneous
POS DEBIT 819628163506 INDIANRAILWAYS,Travel & Transport
POS DEBIT 120666042523 VODAFONEIDEA,Bills & Utilities
UPI/P2M/860506820934/ZOMATO,Food & Drinks
POS DEBIT 768681066479 RELIANCEDIGITAL,Shopping
POS DEBIT 730887645322 PVRCINEMAS,Entertainment
POS DEBIT 511778220669 LOCALGYM,Health & Fitness
UPI/P2M/668996411362/STARBUCKS,Food & Drinks
POS DEBIT 818210616303 PRIMEVIDEO,Entertainment
UPI/P2M/730877110347/GIFT,Miscellaneous
UPI/P2M/768928914361/ZOMATO,Food & Drinks
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 711436362875 VODAFONEIDEA,Bills & Utilities
UPI/P2M/617771407850/MYPROTEIN,Health & Fitness
UPI/P2M/950026309105/MYNTRA,Shopping
UPI/P2M/238405124636/FLIPKART,Shopping
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 441495393373 CASHWITHDRAWAL,Withdrawals
UPI/P2M/460376506505/UDEMY,Education
UPI/P2M/787036337725/H&M,Shopping
UPI/P2M/962562211607/STARBUCKS,Food & Drinks
UPI/P2M/354276616350/AIRTEL,Bills & Utilities
UPI/P2M/785157681480/GROWW,Investments
POS DEBIT 676761779020 MUTUALFUNDSIP,Investments
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/940561650864/ZEPTO,Groceries
UPI/P2M/556166743452/COURSERA,Education
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/711933663385/AMAZON,Shopping
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 666486260863 CASHWITHDRAWAL,Withdrawals
NEFT CR-645674515090-FREELANCE PAYMENT,Income
POS DEBIT 199535017885 CASHWITHDRAWAL,Withdrawals
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
UPI/P2M/755258256389/MYPROTEIN,Health & Fitness
UPI/P2M/709197841146/BIGBASKET,Groceries
UPI/P2M/758098552278/BIGBASKET,Groceries
UPI/P2M/106691501678/COURSERA,Education
NEFT CR-510212699406-RENTAL INCOME,Income
POS DEBIT 628950563744 MISCPURCHASE,Miscellaneous
UPI/P2M/950026309105/MYNTRA,Shopping
POS DEBIT 938421786977 CULTFIT,Health & Fitness
UPI/P2M/941596710604/COURSERA,Education
UPI/P2M/768937050124/GROWW,Investments
POS DEBIT 648998689080 CASHWITHDRAWAL,Withdrawals
POS DEBIT 641558277513 LOCALSUPERMARKET,Groceries
UPI/P2M/378404215373/GOIBIBO,Travel & Transport
UPI/P2M/431219677265/UBER,Travel & Transport
UPI/P2M/558673059190/GOIBIBO,Travel & Transport
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
POS DEBIT 286534695058 CASHWITHDRAWAL,Withdrawals
UPI/P2M/802019197650/NETFLIX.COM,Entertainment
UPI/P2M/571827722645/MAKEMYTRIP,Travel & Transport
POS DEBIT 759467628059 CASHWITHDRAWAL,Withdrawals
POS DEBIT 142064844463 VODAFONEIDEA,Bills & Utilities
POS DEBIT 402553384229 CASHWITHDRAWAL,Withdrawals
POS DEBIT 458206837138 CASHWITHDRAWAL,Withdrawals
POS DEBIT 350091405887 CASHWITHDRAWAL,Withdrawals
NEFT CR-472708893447-FREELANCE PAYMENT,Income
POS DEBIT 144001768367 PRIMEVIDEO,Entertainment
POS DEBIT 289000842559 MUTUALFUNDSIP,Investments
UPI/P2M/563345056131/UBER,Travel & Transport
UPI/P2M/416885921779/UDEMY,Education
POS DEBIT 298493327619 APOLLOPHARMACY,Health & Fitness
UPI/P2M/559646616406/MYNTRA,Shopping
UPI/P2M/349670358787/BIGBASKET,Groceries
POS DEBIT 557003377497 CASHWITHDRAWAL,Withdrawals
NEFT CR-143138733695-FREELANCE PAYMENT,Income
UPI/P2M/360893055592/GROWW,Investments
POS DEBIT 461752134047 CASHWITHDRAWAL,Withdrawals
POS DEBIT 168028787650 CULTFIT,Health & Fitness
UPI/P2M/349081809845/ZOMATO,Food & Drinks
UPI/P2M/663701545101/ZERODHA,Investments
UPI/P2M/701264220887/FLIPKART,Shopping
UPI/P2M/641933984094/FLIPKART,Shopping
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 413517012017 CASHWITHDRAWAL,Withdrawals
POS DEBIT 292584072152 THEBEERCAFE,Food & Drinks
POS DEBIT 613145168586 INDIANRAILWAYS,Travel & Transport
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 555679950738 PRIMEVIDEO,Entertainment
POS DEBIT 895635584536 CASHWITHDRAWAL,Withdrawals
POS DEBIT 109004760313 PVRCINEMAS,Entertainment
UPI/P2M/713810870676/NETFLIX.COM,Entertainment
UPI/P2M/969240221055/STARBUCKS,Food & Drinks
UPI/P2M/538554212655/GOIBIBO,Travel & Transport
UPI/P2M/912556467011/BSNL,Bills & Utilities
UPI/P2M/365338494523/BOOKMYSHOW,Entertainment
UPI/P2M/758511456067/UBER,Travel & Transport
UPI/P2M/105476128871/MAKEMYTRIP,Travel & Transport
POS DEBIT 965516949823 THEBEERCAFE,Food & Drinks
POS DEBIT 448783090446 INDIANRAILWAYS,Travel & Transport
UPI/P2M/842312932562/COURSERA,Education
POS DEBIT 721464733236 CASHWITHDRAWAL,Withdrawals
UPI/P2M/928501359877/ZARA,Shopping
NEFT CR-188895027826-FREELANCE PAYMENT,Income
UPI/P2M/337384341450/UDEMY,Education
UPI/P2M/682908951299/MYPROTEIN,Health & Fitness
UPI/P2M/815315722291/ZERODHA,Investments
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
POS DEBIT 631171342587 REDBUS,Travel & Transport
POS DEBIT 977947960091 CASHWITHDRAWAL,Withdrawals
NEFT CR-241630199217-RENTAL INCOME,Income
UPI/P2M/470242365614/MCDONALDS,Food & Drinks
UPI/P2M/926585269269/MYNTRA,Shopping
UPI/P2M/532200857720/UPSTOX,Investments
POS DEBIT 621243825989 UNIVERSITYFEES,Education
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 319002321739 CASHWITHDRAWAL,Withdrawals
POS DEBIT 996236967210 CASHWITHDRAWAL,Withdrawals
POS DEBIT 785854416679 LOCALGYM,Health & Fitness
UPI/P2M/467240720987/UDEMY,Education
UPI/P2M/967174134387/ZEPTO,Groceries
POS DEBIT 562226388976 UNIVERSITYFEES,Education
UPI/P2M/825942868641/UDEMY,Education
UPI/P2M/730877110347/GIFT,Miscellaneous
UPI/P2M/792164129040/BOOKMYSHOW,Entertainment
NEFT CR-383955682877-RENTAL INCOME,Income
UPI/P2M/776596835097/ZOMATO,Food & Drinks
UPI/P2M/815315722291/ZERODHA,Investments
POS DEBIT 598703936955 UNIVERSITYFEES,Education
POS DEBIT 256922016190 UNIVERSITYFEES,Education
UPI/P2M/243069629843/GOIBIBO,Travel & Transport
POS DEBIT 353887201204 UNIVERSITYFEES,Education
POS DEBIT 823044853120 CASHWITHDRAWAL,Withdrawals
UPI/P2M/484573687635/COURSERA,Education
NEFT CR-323884977870-RENTAL INCOME,Income
POS DEBIT 887495393059 OLACABS,Travel & Transport
NEFT CR-948294527109-RENTAL INCOME,Income
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/151878954897/ZARA,Shopping
UPI/P2M/730877110347/GIFT,Miscellaneous
NEFT CR-569600344466-FREELANCE PAYMENT,Income
UPI/P2M/156620719260/MAKEMYTRIP,Travel & Transport
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/701264220887/FLIPKART,Shopping
POS DEBIT 775764877729 PVRCINEMAS,Entertainment
UPI/P2M/701264220887/FLIPKART,Shopping
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 920741536358 BANKCHARGES,Miscellaneous
POS DEBIT 392728283980 LOCALGYM,Health & Fitness
UPI/P2M/748258667857/FLIPKART,Shopping
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/730877110347/GIFT,Miscellaneous
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
UPI/P2M/439301696575/COURSERA,Education
UPI/P2M/854129830216/UPSTOX,Investments
UPI/P2M/792786236792/COURSERA,Education
UPI/P2M/491780834274/ZERODHA,Investments
UPI/P2M/387127366093/BIGBASKET,Groceries
UPI/P2M/161770551851/SWIGGY,Food & Drinks
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/426198706217/JIOMART,Groceries
UPI/P2M/391804488697/ZERODHA,Investments
NEFT CR-495722828541-SALARY CREDIT,Income
UPI/P2M/571554183011/ZEPTO,Groceries
UPI/P2M/446353645001/BOOKMYSHOW,Entertainment
UPI/P2M/013913237104/GIFT,Miscellaneous
UPI/P2M/446974050589/GOIBIBO,Travel & Transport
POS DEBIT 285226915576 LOCALSUPERMARKET,Groceries
UPI/P2M/157354990188/UDEMY,Education
UPI/P2M/383697905506/BOOKMYSHOW,Entertainment
UPI/P2M/650425659817/BIGBASKET,Groceries
POS DEBIT 565525593369 INDIANRAILWAYS,Travel & Transport
UPI/P2M/436584755338/BLINKIT,Groceries
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/433054063824/NETFLIX.COM,Entertainment
UPI/P2M/372754047806/JIOMART,Groceries
UPI/P2M/708623635717/ZERODHA,Investments
POS DEBIT 265471437558 CASHWITHDRAWAL,Withdrawals
UPI/P2M/776596835097/ZOMATO,Food & Drinks
UPI/P2M/401074501338/ZARA,Shopping
POS DEBIT 143762347825 PRIMEVIDEO,Entertainment
UPI/P2M/632403845668/ZEPTO,Groceries
UPI/P2M/785644545412/ZERODHA,Investments
POS DEBIT 718577536501 CASHWITHDRAWAL,Withdrawals
POS DEBIT 865653853559 UNIVERSITYFEES,Education
POS DEBIT 937604791181 CASHWITHDRAWAL,Miscellaneous
UPI/P2M/774265270164/MYNTRA,Shopping
UPI/P2M/379710445947/GOIBIBO,Travel & Transport
UPI/P2M/177597901772/MYPROTEIN,Health & Fitness
UPI/P2M/896549787688/MYNTRA,Shopping
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
UPI/P2M/925360755143/GROWW,Investments
POS DEBIT 252029094884 CASHWITHDRAWAL,Withdrawals
UPI/P2M/973261335450/ZEPTO,Groceries
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
UPI/P2M/445085004556/NETFLIX.COM,Entertainment
UPI/P2M/243410297718/FLIPKART,Shopping
POS DEBIT 173938543439 CASHWITHDRAWAL,Withdrawals
POS DEBIT 706595782467 UNIVERSITYFEES,Education
POS DEBIT 935253231371 PVRCINEMAS,Entertainment
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/413365119643/NETFLIX.COM,Entertainment
POS DEBIT 319281040037 CULTFIT,Health & Fitness
POS DEBIT 828240832137 RELIANCEDIGITAL,Shopping
POS DEBIT 232350577779 CULTFIT,Health & Fitness
NEFT CR-624059056487-SALARY CREDIT,Income
NEFT CR-652465411151-SALARY CREDIT,Income
POS DEBIT 634321734728 MUTUALFUNDSIP,Investments
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 639039069910 CASHWITHDRAWAL,Withdrawals
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 658554960674 CASHWITHDRAWAL,Withdrawals
POS DEBIT 344605539146 UNIVERSITYFEES,Education
POS DEBIT 800696907514 THEBEERCAFE,Food & Drinks
POS DEBIT 548377879638 PRIMEVIDEO,Entertainment
UPI/P2M/883176469526/BSNL,Bills & Utilities
UPI/P2M/633431957385/MYNTRA,Shopping
NEFT CR-956302983153-SALARY CREDIT,Income
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
UPI/P2M/490546483091/MAKEMYTRIP,Travel & Transport
UPI/P2M/115673770500/AMAZON,Shopping
POS DEBIT 437404423005 CASHWITHDRAWAL,Withdrawals
UPI/P2M/222765487052/SWIGGY,Food & Drinks
UPI/P2M/950026309105/MYNTRA,Shopping
UPI/P2M/774972829729/ZERODHA,Investments
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
POS DEBIT 558393989235 MUTUALFUNDSIP,Investments
POS DEBIT 224668688696 CASHWITHDRAWAL,Withdrawals
NEFT CR-355009072328-FREELANCE PAYMENT,Income
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
UPI/P2M/434608624928/GIFT,Miscellaneous
POS DEBIT 293505217797 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 279421718839 UNIVERSITYFEES,Education
POS DEBIT 767408869743 CASHWITHDRAWAL,Withdrawals
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/636178540398/UDEMY,Education
POS DEBIT 350476674108 CASHWITHDRAWAL,Withdrawals
POS DEBIT 101958026351 BANKCHARGES,Miscellaneous
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
UPI/P2M/212137326245/JIOMART,Groceries
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/343427311383/COURSERA,Education
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 259502649828 PVRCINEMAS,Entertainment
POS DEBIT 161853064285 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 129828165207 PVRCINEMAS,Entertainment
UPI/P2M/620236065877/UPSTOX,Investments
UPI/P2M/694504132369/MYNTRA,Shopping
UPI/P2M/388566027479/ZERODHA,Investments
POS DEBIT 145401410113 CASHWITHDRAWAL,Withdrawals
UPI/P2M/527879982463/ZOMATO,Food & Drinks
UPI/P2M/785157681480/GROWW,Investments
UPI/P2M/164990745438/COURSERA,Education
POS DEBIT 862738702107 RELIANCEDIGITAL,Shopping
UPI/P2M/785157681480/GROWW,Investments
UPI/P2M/615750257677/COURSERA,Education
NEFT CR-323884977870-RENTAL INCOME,Income
POS DEBIT 806908746722 PVRCINEMAS,Entertainment
UPI/P2M/375482408893/FLIPKART,Shopping
POS DEBIT 925774145573 CASHWITHDRAWAL,Withdrawals
POS DEBIT 674655433998 CASHWITHDRAWAL,Miscellaneous
UPI/P2M/715061591828/UBER,Travel & Transport
POS DEBIT 597682880166 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 547303906997 WATERSUPPLYDEPT,Bills & Utilities
POS DEBIT 517844812318 UNIVERSITYFEES,Education
NEFT CR-542760534333-SALARY CREDIT,Income
POS DEBIT 394406911823 CASHWITHDRAWAL,Withdrawals
UPI/P2M/611114915692/AMAZON,Shopping
NEFT CR-599809129146-RENTAL INCOME,Income
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/170061841465/H&M,Shopping
UPI/P2M/730877110347/GIFT,Miscellaneous
UPI/P2M/271445134276/NETFLIX.COM,Entertainment
POS DEBIT 745733666598 CASHWITHDRAWAL,Withdrawals
UPI/P2M/950026309105/MYNTRA,Shopping
POS DEBIT 493017572273 CASHWITHDRAWAL,Withdrawals
UPI/P2M/785157681480/GROWW,Investments
UPI/P2M/701264220887/FLIPKART,Shopping
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/476325320847/COURSERA,Education
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 678921850522 CASHWITHDRAWAL,Withdrawals
POS DEBIT 727696527913 INDIANRAILWAYS,Travel & Transport
UPI/P2M/273465455874/BLINKIT,Groceries
POS DEBIT 108757033360 DOMINOSPIZZA,Food & Drinks
POS DEBIT 250733106758 APOLLOPHARMACY,Health & Fitness
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
POS DEBIT 854982914283 PRIMEVIDEO,Entertainment
UPI/P2M/621541439970/UDEMY,Education
POS DEBIT 526303544753 RELIANCEDIGITAL,Shopping
POS DEBIT 178283415630 CASHWITHDRAWAL,Withdrawals
POS DEBIT 458846235712 ELECTRICITYBOARD,Bills & Utilities
NEFT CR-245761141390-RENTAL INCOME,Income
UPI/P2M/123530242621/ZARA,Shopping
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 572190554975 MUTUALFUNDSIP,Investments
POS DEBIT 818556868930 CASHWITHDRAWAL,Miscellaneous
UPI/P2M/792389787054/UDEMY,Education
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
NEFT CR-528908342981-SALARY CREDIT,Income
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 526937591930 LOCALGYM,Health & Fitness
POS DEBIT 129009566198 UNIVERSITYFEES,Education
UPI/P2M/932770132248/UDEMY,Education
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/127604213447/GROWW,Investments
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
UPI/P2M/239525752758/MYPROTEIN,Health & Fitness
UPI/P2M/785157681480/GROWW,Investments
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
UPI/P2M/627281640031/AMAZON,Shopping
POS DEBIT 965949927509 CASHWITHDRAWAL,Withdrawals
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/695018494509/FLIPKART,Shopping
UPI/P2M/730877110347/GIFT,Miscellaneous
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
NEFT CR-800589891090-SALARY CREDIT,Income
NEFT CR-247449411929-FREELANCE PAYMENT,Income
UPI/P2M/310002420846/ZARA,Shopping
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/950026309105/MYNTRA,Shopping
UPI/P2M/418515387901/ZARA,Shopping
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
UPI/P2M/470358304721/FLIPKART,Shopping
UPI/P2M/885330125464/UPSTOX,Investments
UPI/P2M/928767771563/MYPROTEIN,Health & Fitness
UPI/P2M/666011006964/UDEMY,Education
POS DEBIT 423439746702 LOCALSUPERMARKET,Groceries
POS DEBIT 533558384980 UNIVERSITYFEES,Education
POS DEBIT 862280086627 CASHWITHDRAWAL,Withdrawals
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 678377104438 UNIVERSITYFEES,Education
POS DEBIT 604944782363 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
NEFT CR-107236558424-RENTAL INCOME,Income
UPI/P2M/309807573189/JIOMART,Groceries
UPI/P2M/217450737515/UDEMY,Education
POS DEBIT 560798546030 RELIANCEDIGITAL,Shopping
UPI/P2M/626550382722/ZARA,Shopping
POS DEBIT 374021870104 CASHWITHDRAWAL,Withdrawals
UPI/P2M/125509233883/SWIGGY,Food & Drinks
POS DEBIT 129543898826 OLACABS,Travel & Transport
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
UPI/P2M/359876759647/NETFLIX.COM,Entertainment
POS DEBIT 909371717094 UNIVERSITYFEES,Education
NEFT CR-354473655214-SALARY CREDIT,Income
UPI/P2M/013913237104/GIFT,Miscellaneous
POS DEBIT 519429792303 THEBEERCAFE,Food & Drinks
UPI/P2M/427480937080/GOIBIBO,Travel & Transport
UPI/P2M/591279547175/GROWW,Investments
POS DEBIT 436574864609 LOCALSUPERMARKET,Groceries
UPI/P2M/343203452248/JIOMART,Groceries
NEFT CR-318170968281-RENTAL INCOME,Income
POS DEBIT 838389902464 MISCPURCHASE,Miscellaneous
NEFT CR-799205330065-FREELANCE PAYMENT,Income
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/546110541919/ZEPTO,Groceries
POS DEBIT 245757646362 PVRCINEMAS,Entertainment
POS DEBIT 721536173908 OLACABS,Travel & Transport
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 161341298349 CULTFIT,Health & Fitness
UPI/P2M/815315722291/ZERODHA,Investments
POS DEBIT 786335690375 PRIMEVIDEO,Entertainment
